"Title","Artist","Album","YouTubeMusicUrl","AlbumArtUrl"
"POPSTAR","DJ Khaled/Drake","POPSTAR (feat. Drake)","https://music.youtube.com/search?q=DJ%20Khaled%2FDrake%20POPSTAR","https://cdn-images.dzcdn.net/images/cover/5ef6f56d0f42ad0a38d016bbf3933d6b/1000x1000-000000-80-0-0.jpg"
"Do You Mind","DJ Khaled/Nicki Minaj/Chris Brown/August Alsina/Jeremih/Future/Rick Ross","Major Key","https://music.youtube.com/search?q=DJ%20Khaled%2FNicki%20Minaj%2FChris%20Brown%2FAugust%20Alsina%2FJeremih%2FFuture%2FRick%20Ross%20Do%20You%20Mind","https://cdn-images.dzcdn.net/images/cover/bca5c7455ef6deff4e401d1786aefc9a/1000x1000-000000-80-0-0.jpg"
"Welcome to St. Tropez (Radio Edit)","DJ Monaco","Welcome to St. Tropez (Radio Edit) - Single","https://music.youtube.com/search?q=DJ%20Monaco%20Welcome%20to%20St.%20Tropez%20%28Radio%20Edit%29",""
"Dream Life","Dj Quads","Dream Life","https://music.youtube.com/search?q=Dj%20Quads%20Dream%20Life","https://cdn-images.dzcdn.net/images/cover/e3e0c142d5ded53015d4e77bd4d94f4e/1000x1000-000000-80-0-0.jpg"
"You Know You Like It","DJ Snake/AlunaGeorge","You Know You Like It","https://music.youtube.com/search?q=DJ%20Snake%2FAlunaGeorge%20You%20Know%20You%20Like%20It","https://cdn-images.dzcdn.net/images/cover/ea48cffc5a68807e3d86c777286e6f6e/1000x1000-000000-80-0-0.jpg"
"Middle","DJ Snake/Bipolar Sunshine","Encore","https://music.youtube.com/search?q=DJ%20Snake%2FBipolar%20Sunshine%20Middle","https://cdn-images.dzcdn.net/images/cover/6a52e1bbddc750c996a66b0ccfa4370c/1000x1000-000000-80-0-0.jpg"
"Let Me Love You","DJ Snake/Justin Bieber","Encore","https://music.youtube.com/search?q=DJ%20Snake%2FJustin%20Bieber%20Let%20Me%20Love%20You","https://cdn-images.dzcdn.net/images/cover/6a52e1bbddc750c996a66b0ccfa4370c/1000x1000-000000-80-0-0.jpg"
"Turn Down for What","DJ Snake/Lil Jon","Turn Down for What","https://music.youtube.com/search?q=DJ%20Snake%2FLil%20Jon%20Turn%20Down%20for%20What","https://cdn-images.dzcdn.net/images/cover/82c139e154a40073542914dfed468474/1000x1000-000000-80-0-0.jpg"
"Let Me Love You (R3HAB Remix)","DJ Snake/R3HAB/Justin Bieber","Let Me Love You (R3hab Remix)","https://music.youtube.com/search?q=DJ%20Snake%2FR3HAB%2FJustin%20Bieber%20Let%20Me%20Love%20You%20%28R3HAB%20Remix%29","https://cdn-images.dzcdn.net/images/cover/8e2614b46625387bcdc42bcf62801077/1000x1000-000000-80-0-0.jpg"
"It Don't Matter","Donavon Frankenreiter","Donavon Frankenreiter","https://music.youtube.com/search?q=Donavon%20Frankenreiter%20It%20Don%27t%20Matter","https://cdn-images.dzcdn.net/images/cover/73be6a7833865de0d891aeee7df65c52/1000x1000-000000-80-0-0.jpg"
"I Could Be The One","Donna Lewis","Blue Planet","https://music.youtube.com/search?q=Donna%20Lewis%20I%20Could%20Be%20The%20One","https://cdn-images.dzcdn.net/images/cover/3f51dc2ecce779acd207e3521d02eb70/1000x1000-000000-80-0-0.jpg"
"十万个为什么","DOUBLE-X","十万个为什么 - Single","https://music.youtube.com/search?q=DOUBLE-X%20%E5%8D%81%E4%B8%87%E4%B8%AA%E4%B8%BA%E4%BB%80%E4%B9%88",""
"The Next Episode","Dr. Dre","2001","https://music.youtube.com/search?q=Dr.%20Dre%20The%20Next%20Episode","https://cdn-images.dzcdn.net/images/cover/0d9a24d054cbc5ab11843beed9f1422b/1000x1000-000000-80-0-0.jpg"
"I Need a Doctor","Dr. Dre/Eminem/Skylar Grey","I Need A Doctor","https://music.youtube.com/search?q=Dr.%20Dre%2FEminem%2FSkylar%20Grey%20I%20Need%20a%20Doctor","https://cdn-images.dzcdn.net/images/cover/a71f29ab2cfa97c88f69afa9041e5f35/1000x1000-000000-80-0-0.jpg"
"Back To Back","Drake","Back To Back","https://music.youtube.com/search?q=Drake%20Back%20To%20Back","https://cdn-images.dzcdn.net/images/cover/045b250ce79513edc515da0c6cf0de6f/1000x1000-000000-80-0-0.jpg"
"Fake Love","Drake","More Life","https://music.youtube.com/search?q=Drake%20Fake%20Love","https://cdn-images.dzcdn.net/images/cover/8f0187ad83cdd1f47f1c55420f9df227/1000x1000-000000-80-0-0.jpg"
"God's Plan","Drake","Scorpion","https://music.youtube.com/search?q=Drake%20God%27s%20Plan","https://cdn-images.dzcdn.net/images/cover/b69d3bcbd130ad4cc9259de543889e30/1000x1000-000000-80-0-0.jpg"
"Hotline Bling","Drake","Views","https://music.youtube.com/search?q=Drake%20Hotline%20Bling","https://cdn-images.dzcdn.net/images/cover/56bdb7a86a27fadb96332c0c8f1b8e81/1000x1000-000000-80-0-0.jpg"
"Passionfruit","Drake","More Life","https://music.youtube.com/search?q=Drake%20Passionfruit","https://cdn-images.dzcdn.net/images/cover/8f0187ad83cdd1f47f1c55420f9df227/1000x1000-000000-80-0-0.jpg"
"Don’t Matter To Me","Drake & Michael Jackson","Scorpion","https://music.youtube.com/search?q=Drake%20%26%20Michael%20Jackson%20Don%E2%80%99t%20Matter%20To%20Me","https://cdn-images.dzcdn.net/images/cover/b69d3bcbd130ad4cc9259de543889e30/1000x1000-000000-80-0-0.jpg"
"Hold On, We're Going Home","Drake/Majid Jordan","Nothing Was The Same (Deluxe)","https://music.youtube.com/search?q=Drake%2FMajid%20Jordan%20Hold%20On%2C%20We%27re%20Going%20Home","https://cdn-images.dzcdn.net/images/cover/64ec37a4cf512c7810c40ba0d318ff1e/1000x1000-000000-80-0-0.jpg"
"sense of alienation","drcchen","sense of alienation - Single","https://music.youtube.com/search?q=drcchen%20sense%20of%20alienation",""
"Sun Shy","Dresses","Sun Shy","https://music.youtube.com/search?q=Dresses%20Sun%20Shy","https://cdn-images.dzcdn.net/images/cover/de39e1b427af957b6103c690ef1fc21c/1000x1000-000000-80-0-0.jpg"
"Break My Heart","Dua Lipa","Future Nostalgia","https://music.youtube.com/search?q=Dua%20Lipa%20Break%20My%20Heart","https://cdn-images.dzcdn.net/images/cover/e7957c650782f233d56a769869c86224/1000x1000-000000-80-0-0.jpg"
"Don't Start Now","Dua Lipa","Don't Start Now","https://music.youtube.com/search?q=Dua%20Lipa%20Don%27t%20Start%20Now","https://cdn-images.dzcdn.net/images/cover/e034bed266f42c0c68f8da3966a6abbc/1000x1000-000000-80-0-0.jpg"
"IDGAF","Dua Lipa","Dua Lipa (Deluxe)","https://music.youtube.com/search?q=Dua%20Lipa%20IDGAF","https://cdn-images.dzcdn.net/images/cover/e6f35c6751d598c4fd4ac62f50e38f42/1000x1000-000000-80-0-0.jpg"
"New Rules","Dua Lipa","Dua Lipa (Deluxe)","https://music.youtube.com/search?q=Dua%20Lipa%20New%20Rules","https://cdn-images.dzcdn.net/images/cover/e6f35c6751d598c4fd4ac62f50e38f42/1000x1000-000000-80-0-0.jpg"
"IDGAF (Rich Brian & Diablo Remix)","Dua Lipa/Rich Brian/Diablo","IDGAF (Remixes)","https://music.youtube.com/search?q=Dua%20Lipa%2FRich%20Brian%2FDiablo%20IDGAF%20%28Rich%20Brian%20%26%20Diablo%20Remix%29","https://cdn-images.dzcdn.net/images/cover/a15cfe68338ed3403f5dfa9568c03ee5/1000x1000-000000-80-0-0.jpg"
"West Coast / 웨스트코스트","Dungeon and Fighter","West Coast / 웨스트코스트 - Single","https://music.youtube.com/search?q=Dungeon%20and%20Fighter%20West%20Coast%20%2F%20%EC%9B%A8%EC%8A%A4%ED%8A%B8%EC%BD%94%EC%8A%A4%ED%8A%B8",""
"Something Just Like This (Dzeko Remix)","Dzeko/The Chainsmokers/Coldplay","Something Just Like This (Dzeko Remix) - Single","https://music.youtube.com/search?q=Dzeko%2FThe%20Chainsmokers%2FColdplay%20Something%20Just%20Like%20This%20%28Dzeko%20Remix%29",""
"Cool Kids","Echosmith","Talking Dreams","https://music.youtube.com/search?q=Echosmith%20Cool%20Kids","https://cdn-images.dzcdn.net/images/cover/9b4accedfad083b7ac85c1011f8eaa2e/1000x1000-000000-80-0-0.jpg"
"Beautiful People (feat. Khalid)","Ed Sheeran","No.6 Collaborations Project","https://music.youtube.com/search?q=Ed%20Sheeran%20Beautiful%20People%20%28feat.%20Khalid%29","https://cdn-images.dzcdn.net/images/cover/28b9299902c9cc9cd40f00507a3d1f13/1000x1000-000000-80-0-0.jpg"
"Castle on the Hill","Ed Sheeran","÷ (Deluxe)","https://music.youtube.com/search?q=Ed%20Sheeran%20Castle%20on%20the%20Hill","https://cdn-images.dzcdn.net/images/cover/000a9228cecfcc7c2093d9cd7bb66447/1000x1000-000000-80-0-0.jpg"
"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran","No.6 Collaborations Project","https://music.youtube.com/search?q=Ed%20Sheeran%20Cross%20Me%20%28feat.%20Chance%20the%20Rapper%20%26%20PnB%20Rock%29","https://cdn-images.dzcdn.net/images/cover/53c94ac88c0ef5b16eff89d5096250b9/1000x1000-000000-80-0-0.jpg"
"Don't","Ed Sheeran","x (Deluxe Edition)","https://music.youtube.com/search?q=Ed%20Sheeran%20Don%27t","https://cdn-images.dzcdn.net/images/cover/b1d763da698c38bde6a526c8220ca0ea/1000x1000-000000-80-0-0.jpg"
"Don't (Uncensored)(Explicit)(Dirty)","Ed Sheeran","Don't (Uncensored)(Explicit)(Dirty) - Single","https://music.youtube.com/search?q=Ed%20Sheeran%20Don%27t%20%28Uncensored%29%28Explicit%29%28Dirty%29",""
"Galway Girl","Ed Sheeran","÷ (Deluxe)","https://music.youtube.com/search?q=Ed%20Sheeran%20Galway%20Girl","https://cdn-images.dzcdn.net/images/cover/000a9228cecfcc7c2093d9cd7bb66447/1000x1000-000000-80-0-0.jpg"
"Happier","Ed Sheeran","÷ (Deluxe)","https://music.youtube.com/search?q=Ed%20Sheeran%20Happier","https://cdn-images.dzcdn.net/images/cover/000a9228cecfcc7c2093d9cd7bb66447/1000x1000-000000-80-0-0.jpg"
"Hearts Don't Break Around Here","Ed Sheeran","÷ (Deluxe)","https://music.youtube.com/search?q=Ed%20Sheeran%20Hearts%20Don%27t%20Break%20Around%20Here","https://cdn-images.dzcdn.net/images/cover/000a9228cecfcc7c2093d9cd7bb66447/1000x1000-000000-80-0-0.jpg"
"I Don't Care (Acoustic)","Ed Sheeran","I Don't Care (Acoustic)","https://music.youtube.com/search?q=Ed%20Sheeran%20I%20Don%27t%20Care%20%28Acoustic%29","https://cdn-images.dzcdn.net/images/cover/df1eb3ecc8da74a07ad6280c4971cca8/1000x1000-000000-80-0-0.jpg"
"I See Fire","Ed Sheeran","The Hobbit: The Desolation of Smaug (Original Motion Picture Soundtrack) (Special Edition)","https://music.youtube.com/search?q=Ed%20Sheeran%20I%20See%20Fire","https://cdn-images.dzcdn.net/images/cover/13e19b2079d7cf2b0a204ba3bf0b0679/1000x1000-000000-80-0-0.jpg"
"Lego House","Ed Sheeran","+","https://music.youtube.com/search?q=Ed%20Sheeran%20Lego%20House","https://cdn-images.dzcdn.net/images/cover/b9dc81301e73f9fe31362858febcef03/1000x1000-000000-80-0-0.jpg"
"Perfect","Ed Sheeran","÷ (Deluxe)","https://music.youtube.com/search?q=Ed%20Sheeran%20Perfect","https://cdn-images.dzcdn.net/images/cover/000a9228cecfcc7c2093d9cd7bb66447/1000x1000-000000-80-0-0.jpg"
"Photograph","Ed Sheeran","x (Deluxe Edition)","https://music.youtube.com/search?q=Ed%20Sheeran%20Photograph","https://cdn-images.dzcdn.net/images/cover/b1d763da698c38bde6a526c8220ca0ea/1000x1000-000000-80-0-0.jpg"
"Shape of You","Ed Sheeran","÷ (Deluxe)","https://music.youtube.com/search?q=Ed%20Sheeran%20Shape%20of%20You","https://cdn-images.dzcdn.net/images/cover/107c2b43f10c249077c1f7618563bb63/1000x1000-000000-80-0-0.jpg"
"Sing","Ed Sheeran","x (Deluxe Edition)","https://music.youtube.com/search?q=Ed%20Sheeran%20Sing","https://cdn-images.dzcdn.net/images/cover/b1d763da698c38bde6a526c8220ca0ea/1000x1000-000000-80-0-0.jpg"
"Supermarket Flowers","Ed Sheeran","÷ (Deluxe)","https://music.youtube.com/search?q=Ed%20Sheeran%20Supermarket%20Flowers","https://cdn-images.dzcdn.net/images/cover/000a9228cecfcc7c2093d9cd7bb66447/1000x1000-000000-80-0-0.jpg"
"Tenerife Sea","Ed Sheeran","x (Deluxe Edition)","https://music.youtube.com/search?q=Ed%20Sheeran%20Tenerife%20Sea","https://cdn-images.dzcdn.net/images/cover/b1d763da698c38bde6a526c8220ca0ea/1000x1000-000000-80-0-0.jpg"
"Thinking out Loud","Ed Sheeran","x (Deluxe Edition)","https://music.youtube.com/search?q=Ed%20Sheeran%20Thinking%20out%20Loud","https://cdn-images.dzcdn.net/images/cover/b1d763da698c38bde6a526c8220ca0ea/1000x1000-000000-80-0-0.jpg"
"I Don't Care","Ed Sheeran & Justin Bieber","No.6 Collaborations Project","https://music.youtube.com/search?q=Ed%20Sheeran%20%26%20Justin%20Bieber%20I%20Don%27t%20Care","https://cdn-images.dzcdn.net/images/cover/45a1c033dabe1e25689db3f8c9624042/1000x1000-000000-80-0-0.jpg"
"I Don't Care","Ed Sheeran/Justin Bieber","I Don't Care","https://music.youtube.com/search?q=Ed%20Sheeran%2FJustin%20Bieber%20I%20Don%27t%20Care","https://cdn-images.dzcdn.net/images/cover/45a1c033dabe1e25689db3f8c9624042/1000x1000-000000-80-0-0.jpg"
"I Never Told You (feat. 陳奐仁)","Edison Chen","Transition (Hong Kong Version) [Mandarin]","https://music.youtube.com/search?q=Edison%20Chen%20I%20Never%20Told%20You%20%28feat.%20%E9%99%B3%E5%A5%90%E4%BB%81%29",""
"yellow","eel.","yellow","https://music.youtube.com/search?q=eel.%20yellow","https://cdn-images.dzcdn.net/images/cover/3345b0dd3e470a0f5b704a8c2f78b9c9/1000x1000-000000-80-0-0.jpg"
"Four Little Diamonds","Electric Light Orchestra","The Essential: Electric Light Orchestra","https://music.youtube.com/search?q=Electric%20Light%20Orchestra%20Four%20Little%20Diamonds","https://cdn-images.dzcdn.net/images/cover/39ded0698fed198921a5792e5cfc0972/1000x1000-000000-80-0-0.jpg"
"Even If It Breaks Your Heart","Eli Young Band","Life At Best","https://music.youtube.com/search?q=Eli%20Young%20Band%20Even%20If%20It%20Breaks%20Your%20Heart","https://cdn-images.dzcdn.net/images/cover/5d12a1b575b4cbc018864a930d17c778/1000x1000-000000-80-0-0.jpg"
"La minute de silence","Elie Semoun/Lisa Ekdahl","Chansons","https://music.youtube.com/search?q=Elie%20Semoun%2FLisa%20Ekdahl%20La%20minute%20de%20silence","https://cdn-images.dzcdn.net/images/cover/6f1555f9df55308575bf6a8257502a7e/1000x1000-000000-80-0-0.jpg"
"I'm Hot Tonight","Elizabeth Daily","Scarface (Expanded Motion Picture Soundtrack)","https://music.youtube.com/search?q=Elizabeth%20Daily%20I%27m%20Hot%20Tonight","https://cdn-images.dzcdn.net/images/cover/9cc27739273df10c34b248b03280ba7a/1000x1000-000000-80-0-0.jpg"
"Shake It Up","Elizabeth Daily","Scarface (Expanded Motion Picture Soundtrack)","https://music.youtube.com/search?q=Elizabeth%20Daily%20Shake%20It%20Up","https://cdn-images.dzcdn.net/images/cover/9cc27739273df10c34b248b03280ba7a/1000x1000-000000-80-0-0.jpg"
"Naked","Ella Mai","Ella Mai","https://music.youtube.com/search?q=Ella%20Mai%20Naked","https://cdn-images.dzcdn.net/images/cover/9747893d144d612424ec129b71648bb0/1000x1000-000000-80-0-0.jpg"
"Trip","Ella Mai","Ella Mai","https://music.youtube.com/search?q=Ella%20Mai%20Trip","https://cdn-images.dzcdn.net/images/cover/9747893d144d612424ec129b71648bb0/1000x1000-000000-80-0-0.jpg"
"You Don't Know About Me (The ACLU Remix)","Ella Vos/Icona Pop/VÉRITÉ/Mija","You Don't Know About Me (The ACLU Remix)","https://music.youtube.com/search?q=Ella%20Vos%2FIcona%20Pop%2FV%C3%89RIT%C3%89%2FMija%20You%20Don%27t%20Know%20About%20Me%20%28The%20ACLU%20Remix%29","https://cdn-images.dzcdn.net/images/cover/6f0aea548bd303b6b9919788f1175750/1000x1000-000000-80-0-0.jpg"
"Ex's & Oh's","Elle King","Love Stuff","https://music.youtube.com/search?q=Elle%20King%20Ex%27s%20%26%20Oh%27s","https://cdn-images.dzcdn.net/images/cover/7663599d3a24513178261fcbe91f94c0/1000x1000-000000-80-0-0.jpg"
"Burn","Ellie Goulding","Halcyon Days (Deluxe)","https://music.youtube.com/search?q=Ellie%20Goulding%20Burn","https://cdn-images.dzcdn.net/images/cover/7697920bd517eda147f80781d4f3a844/1000x1000-000000-80-0-0.jpg"
"How Long Will I Love You","Ellie Goulding","Halcyon Days (Deluxe)","https://music.youtube.com/search?q=Ellie%20Goulding%20How%20Long%20Will%20I%20Love%20You","https://cdn-images.dzcdn.net/images/cover/7697920bd517eda147f80781d4f3a844/1000x1000-000000-80-0-0.jpg"
"Lights (Single Version)","Ellie Goulding","Bright Lights (Lights Re-pack / Bonus Version)","https://music.youtube.com/search?q=Ellie%20Goulding%20Lights%20%28Single%20Version%29","https://cdn-images.dzcdn.net/images/cover/cb4a76e1fb185d26eb52758588cc0266/1000x1000-000000-80-0-0.jpg"
"Love Me Like You Do","Ellie Goulding","Fifty Shades Freed (Original Motion Picture Soundtrack)","https://music.youtube.com/search?q=Ellie%20Goulding%20Love%20Me%20Like%20You%20Do","https://cdn-images.dzcdn.net/images/cover/136d036827c5ae936056d37839a80d2a/1000x1000-000000-80-0-0.jpg"
"On My Mind","Ellie Goulding","Delirium (Deluxe)","https://music.youtube.com/search?q=Ellie%20Goulding%20On%20My%20Mind","https://cdn-images.dzcdn.net/images/cover/a4f27af1979fea932093403aa14e549c/1000x1000-000000-80-0-0.jpg"
"Can You Feel the Love Tonight","Elton John","The Lion King (Original Motion Picture Soundtrack)","https://music.youtube.com/search?q=Elton%20John%20Can%20You%20Feel%20the%20Love%20Tonight","https://cdn-images.dzcdn.net/images/cover/ec88571537fa93f94faed58875e729f7/1000x1000-000000-80-0-0.jpg"
"Big Big World","Emilia","Big Big World","https://music.youtube.com/search?q=Emilia%20Big%20Big%20World","https://cdn-images.dzcdn.net/images/cover/eb405c4bb1423857c79f98bade3dfb47/1000x1000-000000-80-0-0.jpg"
"Beautiful","Eminem","Relapse","https://music.youtube.com/search?q=Eminem%20Beautiful","https://cdn-images.dzcdn.net/images/cover/64148d1a543348370dd295e9177258d3/1000x1000-000000-80-0-0.jpg"
"Darkness","Eminem","Music To Be Murdered By - Side B (Deluxe Edition)","https://music.youtube.com/search?q=Eminem%20Darkness","https://cdn-images.dzcdn.net/images/cover/4d00a7848dc8af475973ff1761ad828d/1000x1000-000000-80-0-0.jpg"
"Godzilla (feat. Juice WRLD)","Eminem","Music To Be Murdered By","https://music.youtube.com/search?q=Eminem%20Godzilla%20%28feat.%20Juice%20WRLD%29",""
"Just Lose It","Eminem","Curtain Call: The Hits","https://music.youtube.com/search?q=Eminem%20Just%20Lose%20It","https://cdn-images.dzcdn.net/images/cover/e2b36a9fda865cb2e9ed1476b6291a7d/1000x1000-000000-80-0-0.jpg"
"Lose Yourself","Eminem","8 Mile (Music from and Inspired By the Motion Picture)","https://music.youtube.com/search?q=Eminem%20Lose%20Yourself","https://cdn-images.dzcdn.net/images/cover/e2b36a9fda865cb2e9ed1476b6291a7d/1000x1000-000000-80-0-0.jpg"
"Mockingbird","Eminem","Curtain Call: The Hits","https://music.youtube.com/search?q=Eminem%20Mockingbird","https://cdn-images.dzcdn.net/images/cover/e2b36a9fda865cb2e9ed1476b6291a7d/1000x1000-000000-80-0-0.jpg"
"Not Afraid","Eminem","Curtain Call 2","https://music.youtube.com/search?q=Eminem%20Not%20Afraid","https://cdn-images.dzcdn.net/images/cover/be682506145061814eddee648edb7c59/1000x1000-000000-80-0-0.jpg"
"Rap God","Eminem","The Marshall Mathers LP2 (Deluxe)","https://music.youtube.com/search?q=Eminem%20Rap%20God","https://cdn-images.dzcdn.net/images/cover/b6938db3addc3ccd9575d6d12220e466/1000x1000-000000-80-0-0.jpg"
"Stan (feat. Dido)","Eminem","Curtain Call: The Hits (Deluxe Edition)","https://music.youtube.com/search?q=Eminem%20Stan%20%28feat.%20Dido%29",""
"Survival","Eminem","The Marshall Mathers LP2 (Deluxe)","https://music.youtube.com/search?q=Eminem%20Survival","https://cdn-images.dzcdn.net/images/cover/b6938db3addc3ccd9575d6d12220e466/1000x1000-000000-80-0-0.jpg"
"Without Me","Eminem","The Eminem Show","https://music.youtube.com/search?q=Eminem%20Without%20Me","https://cdn-images.dzcdn.net/images/cover/ec3c8ed67427064c70f67e5815b74cef/1000x1000-000000-80-0-0.jpg"
"River","Eminem/Ed Sheeran","Revival","https://music.youtube.com/search?q=Eminem%2FEd%20Sheeran%20River","https://cdn-images.dzcdn.net/images/cover/432ed502692292710f09a88837077f5a/1000x1000-000000-80-0-0.jpg"
"Love The Way You Lie","Eminem/Rihanna","Recovery","https://music.youtube.com/search?q=Eminem%2FRihanna%20Love%20The%20Way%20You%20Lie","https://cdn-images.dzcdn.net/images/cover/be682506145061814eddee648edb7c59/1000x1000-000000-80-0-0.jpg"
"The Monster","Eminem/Rihanna","The Marshall Mathers LP2 (Deluxe)","https://music.youtube.com/search?q=Eminem%2FRihanna%20The%20Monster","https://cdn-images.dzcdn.net/images/cover/b6938db3addc3ccd9575d6d12220e466/1000x1000-000000-80-0-0.jpg"
"Guts Over Fear","Eminem/Sia","SHADYXV","https://music.youtube.com/search?q=Eminem%2FSia%20Guts%20Over%20Fear","https://cdn-images.dzcdn.net/images/cover/76eb816387e80643c70456ab6ce22c6a/1000x1000-000000-80-0-0.jpg"
"Words","Emma Drobna","Words","https://music.youtube.com/search?q=Emma%20Drobna%20Words","https://cdn-images.dzcdn.net/images/cover/cddd04bfe19daca2036acd1aa9bad8c8/1000x1000-000000-80-0-0.jpg"
"Spin With You","Emma Sameth/Jeremy Zucker/WOLFE","Spin With You (feat. Jeremy Zucker)","https://music.youtube.com/search?q=Emma%20Sameth%2FJeremy%20Zucker%2FWOLFE%20Spin%20With%20You","https://cdn-images.dzcdn.net/images/cover/906cb3cfe0a7d3c345460f0f78691c42/1000x1000-000000-80-0-0.jpg"
"Let Me Be Your Lover","Enrique Iglesias/Pitbull","SEX AND LOVE (Deluxe Edition)","https://music.youtube.com/search?q=Enrique%20Iglesias%2FPitbull%20Let%20Me%20Be%20Your%20Lover","https://cdn-images.dzcdn.net/images/cover/17bfa82cccb7452ade19b9a3fb288a5a/1000x1000-000000-80-0-0.jpg"
"Bailando","Enrique Iglesias/Sean Paul/Descemer Bueno/Gente De Zona","SEX AND LOVE","https://music.youtube.com/search?q=Enrique%20Iglesias%2FSean%20Paul%2FDescemer%20Bueno%2FGente%20De%20Zona%20Bailando","https://cdn-images.dzcdn.net/images/cover/93e7016955d014bff6ee94d80f108589/1000x1000-000000-80-0-0.jpg"
"Tears in Heaven (Live)","Eric Clapton","Tears In Heaven (Live)","https://music.youtube.com/search?q=Eric%20Clapton%20Tears%20in%20Heaven%20%28Live%29","https://cdn-images.dzcdn.net/images/cover/10ce00b823d09c85658f7bdfb5486039/1000x1000-000000-80-0-0.jpg"
"First Cells","Eric Serra","Lucy (Bande originale du film)","https://music.youtube.com/search?q=Eric%20Serra%20First%20Cells","https://cdn-images.dzcdn.net/images/cover/c6716abf15430c48bc4e1dad8f4828e7/1000x1000-000000-80-0-0.jpg"
"Spongebob Remix ""Krusty Krab""","Eugene The Dream/Vine","Spongebob Remix Krusty Krab","https://music.youtube.com/search?q=Eugene%20The%20Dream%2FVine%20Spongebob%20Remix%20%22Krusty%20Krab%22","https://cdn-images.dzcdn.net/images/cover/618f57e37ef40fe910a5aad91a501f21/1000x1000-000000-80-0-0.jpg"
"Sweet Dreams (Are Made of This)","Eurythmics/Annie Lennox/Dave Stewart","Greatest Hits","https://music.youtube.com/search?q=Eurythmics%2FAnnie%20Lennox%2FDave%20Stewart%20Sweet%20Dreams%20%28Are%20Made%20of%20This%29","https://cdn-images.dzcdn.net/images/cover/81061a21fd646f5bec5dcfe32684385b/1000x1000-000000-80-0-0.jpg"
"Honest (Evan Gartner Remix)","Evan Gartner/The Chainsmokers","Honest (Evan Gartner Remix) - Single","https://music.youtube.com/search?q=Evan%20Gartner%2FThe%20Chainsmokers%20Honest%20%28Evan%20Gartner%20Remix%29",""
"It's a Beautiful Day","Evan McHugh","Let's Be Young","https://music.youtube.com/search?q=Evan%20McHugh%20It%27s%20a%20Beautiful%20Day","https://cdn-images.dzcdn.net/images/cover/1289b0d73e93bd22ccc1651dc5e86a63/1000x1000-000000-80-0-0.jpg"
"Tambourine","EVE","Tambourine","https://music.youtube.com/search?q=EVE%20Tambourine","https://cdn-images.dzcdn.net/images/cover/98c0d0a990ba1e947698d0e00d15ac9f/1000x1000-000000-80-0-0.jpg"
"Love Come Down (12"" Version)","Evelyn","Platinum & Gold Collection","https://music.youtube.com/search?q=Evelyn%20Love%20Come%20Down%20%2812%22%20Version%29","https://cdn-images.dzcdn.net/images/cover/591a27c1302b4d1b7306bee4cfe36adc/1000x1000-000000-80-0-0.jpg"
"Rain Check","Eventide","Rain Check","https://music.youtube.com/search?q=Eventide%20Rain%20Check","https://cdn-images.dzcdn.net/images/cover/0beff78e937eedc9ade3738749d13239/1000x1000-000000-80-0-0.jpg"
"More Than Words","Extreme","Extreme II: Pornograffitti","https://music.youtube.com/search?q=Extreme%20More%20Than%20Words","https://cdn-images.dzcdn.net/images/cover/1d63214d11a84c336500030c39f46a4d/1000x1000-000000-80-0-0.jpg"
"Lydia","F.I.R.","F.I.R.","https://music.youtube.com/search?q=F.I.R.%20Lydia","https://cdn-images.dzcdn.net/images/cover/793a9c413ef173c4f7c137b2b31429a9/1000x1000-000000-80-0-0.jpg"
"你的微笑","F.I.R.","F.I.R.","https://music.youtube.com/search?q=F.I.R.%20%E4%BD%A0%E7%9A%84%E5%BE%AE%E7%AC%91",""
"刺鸟","F.I.R.","刺鸟 - Single","https://music.youtube.com/search?q=F.I.R.%20%E5%88%BA%E9%B8%9F",""
"我们的爱","F.I.R.","我们的爱 - Single","https://music.youtube.com/search?q=F.I.R.%20%E6%88%91%E4%BB%AC%E7%9A%84%E7%88%B1",""
"24 Story Love Affair","Faber Drive","Seven Second Surgery","https://music.youtube.com/search?q=Faber%20Drive%2024%20Story%20Love%20Affair","https://cdn-images.dzcdn.net/images/cover/c6b8c01c4c7de00a21dd60831e41d6c9/1000x1000-000000-80-0-0.jpg"
"Centuries","Fall Out Boy","American Beauty / American Psycho","https://music.youtube.com/search?q=Fall%20Out%20Boy%20Centuries","https://cdn-images.dzcdn.net/images/cover/c0a1d1281570ad3becbb6146c6d54c0c/1000x1000-000000-80-0-0.jpg"
"Uma Thurman","Fall Out Boy","American Beauty / American Psycho","https://music.youtube.com/search?q=Fall%20Out%20Boy%20Uma%20Thurman","https://cdn-images.dzcdn.net/images/cover/c0a1d1281570ad3becbb6146c6d54c0c/1000x1000-000000-80-0-0.jpg"
"This Mountain","Faouzia","This Mountain","https://music.youtube.com/search?q=Faouzia%20This%20Mountain","https://cdn-images.dzcdn.net/images/cover/fcc4eea79071822793ba1780f972cae1/1000x1000-000000-80-0-0.jpg"
"Like A G6","Far East Movement/The Cataracs/DEV","Like a G6","https://music.youtube.com/search?q=Far%20East%20Movement%2FThe%20Cataracs%2FDEV%20Like%20A%20G6","https://cdn-images.dzcdn.net/images/cover/79e50cdd2d0e1b765d4122cdb211dbf2/1000x1000-000000-80-0-0.jpg"
